t,r(t)
14.28,-6.781934
14.3,-6.803046
14.32,-6.824157
14.34,-6.845269
14.36,-6.86638
14.38,-6.887492
14.4,-6.908603
14.42,-6.929715
14.44,-6.950826
14.46,-6.971938
14.48,-6.993049
14.5,-7.014161
14.52,-7.035272
14.54,-7.056384
14.56,-7.077495
14.58,-7.098607
14.6,-7.119718
14.62,-7.14083
14.64,-7.161941
14.66,-7.183053
14.68,-7.204164
14.7,-7.225276
14.72,-7.246387
14.74,-7.267498
14.76,-7.28861
14.78,-7.309721
14.8,-7.330833
14.82,-7.351944
14.84,-7.373056
14.86,-7.394167
14.88,-7.415279
14.9,-7.43639
14.92,-7.457502
14.94,-7.478613
14.96,-7.499725
14.98,-7.520836
15,-7.541948
15.02,-7.563059
15.04,-7.584171
15.06,-7.605282
15.08,-7.626394
15.1,-7.647505
15.12,-7.668617
15.14,-7.689728
15.16,-7.71084
15.18,-7.731951
15.2,-7.753063
15.22,-7.774174
15.24,-7.795286
15.26,-7.816397
15.28,-7.837509
15.3,-7.85862
15.32,-7.879732
15.34,-7.900843
15.36,-7.921955
15.38,-7.943066
15.4,-7.964178
15.42,-7.985289
15.44,-8.006401
15.46,-8.027513
15.48,-8.048624
15.5,-8.069736
15.52,-8.090847
15.54,-8.111959
15.56,-8.13307
15.58,-8.154181
15.6,-8.175293
15.62,-8.196404
15.64,-8.217516
15.66,-8.238627
15.68,-8.259739
15.7,-8.28085
15.72,-8.301962
15.74,-8.323073
15.76,-8.344185
15.78,-8.365296
15.8,-8.386408
15.82,-8.407519
15.84,-8.428631
15.86,-8.449742
15.88,-8.470854
15.9,-8.491965
15.92,-8.513077
15.94,-8.534188
15.96,-8.5553
15.98,-8.576411
16,-8.597523
16.02,-8.618634
16.04,-8.639746
16.06,-8.660857
16.08,-8.681969
16.1,-8.70308
16.12,-8.724192
16.14,-8.745303
16.16,-8.766415
16.18,-8.787526
16.2,-8.808638
16.22,-8.829749
16.24,-8.850861
16.26,-8.871972
16.28,-8.893084
16.3,-8.914195
16.32,-8.935307
16.34,-8.956418
16.36,-8.97753
16.38,-8.998641
16.4,-9.019753
16.42,-9.040864
16.44,-9.061975
16.46,-9.083087
16.48,-9.104198
16.5,-9.12531
16.52,-9.146421
16.54,-9.167533
16.56,-9.188644
16.58,-9.209756
16.6,-9.230867
16.62,-9.251979
16.64,-9.27309
16.66,-9.294202
16.68,-9.315313
16.7,-9.336425
16.72,-9.357536
16.74,-9.378648
16.76,-9.399759
16.78,-9.420871
16.8,-9.441982
16.82,-9.463094
16.84,-9.484205
16.86,-9.505317
16.88,-9.526428
16.9,-9.54754
16.92,-9.568651
16.94,-9.589763
16.96,-9.610874
16.98,-9.631986
17,-9.653097
17.02,-9.674209
17.04,-9.69532
17.06,-9.716432
17.08,-9.737543
17.1,-9.758655
17.12,-9.779766
17.14,-9.800878
17.16,-9.821989
17.18,-9.843101
17.2,-9.864212
17.22,-9.885324
17.24,-9.906435
17.26,-9.927547
17.28,-9.948658
17.3,-9.969769
17.32,-9.990881
17.34,-10.01199
17.36,-10.0331
17.38,-10.05422
17.4,-10.07533
17.42,-10.09644
17.44,-10.11755
17.46,-10.13866
17.48,-10.15977
17.5,-10.18088
17.52,-10.202
17.54,-10.22311
17.56,-10.24422
17.58,-10.26533
17.6,-10.28644
17.62,-10.30755
17.64,-10.32866
17.66,-10.34978
17.68,-10.37089
17.7,-10.392
17.72,-10.41311
17.74,-10.43422
17.76,-10.45533
17.78,-10.47645
17.8,-10.49756
17.82,-10.51867
17.84,-10.53978
17.86,-10.56089
17.88,-10.582
17.9,-10.60311
17.92,-10.62423
17.94,-10.64534
17.96,-10.66645
17.98,-10.68756
18,-10.70867
18.02,-10.72978
18.04,-10.75089
18.06,-10.77201
18.08,-10.79312
18.1,-10.81423
18.12,-10.83534
18.14,-10.85645
18.16,-10.87756
18.18,-10.89867
18.2,-10.91979
18.22,-10.9409
18.24,-10.96201
18.26,-10.98312
18.28,-11.00423
18.3,-11.02534
18.32,-11.04646
18.34,-11.06757
18.36,-11.08868
18.38,-11.10979
18.4,-11.1309
18.42,-11.15201
18.44,-11.17312
18.46,-11.19424
18.48,-11.21535
18.5,-11.23646
18.52,-11.25757
18.54,-11.27868
18.56,-11.29979
18.58,-11.3209
18.6,-11.34202
18.62,-11.36313
18.64,-11.38424
18.66,-11.40535
18.68,-11.42646
18.7,-11.44757
18.72,-11.46869
18.74,-11.4898
18.76,-11.51091
18.78,-11.53202
18.8,-11.55313
18.82,-11.57424
18.84,-11.59535
18.86,-11.61647
18.88,-11.63758
18.9,-11.65869
18.92,-11.6798
18.94,-11.70091
18.96,-11.72202
18.98,-11.74313
19,-11.76425
19.02,-11.78536
19.04,-11.80647
19.06,-11.82758
19.08,-11.84869
19.1,-11.8698
19.12,-11.89091
19.14,-11.91203
19.16,-11.93314
19.18,-11.95425
19.2,-11.97536
19.22,-11.99647
19.24,-12.01758
19.26,-12.0387
19.28,-12.05981
19.3,-12.08092
19.32,-12.10203
19.34,-12.12314
19.36,-12.14425
19.38,-12.16536
19.4,-12.18648
19.42,-12.20759
19.44,-12.2287
19.46,-12.24981
19.48,-12.27092
19.5,-12.29203
19.52,-12.31314
19.54,-12.33426
19.56,-12.35537
19.58,-12.37648
19.6,-12.39759
19.62,-12.4187
19.64,-12.43981
19.66,-12.46093
19.68,-12.48204
19.7,-12.50315
19.72,-12.52426
19.74,-12.54537
19.76,-12.56648
19.78,-12.58759
19.8,-12.60871
19.82,-12.62982
19.84,-12.65093
19.86,-12.67204
19.88,-12.69315
19.9,-12.71426
19.92,-12.73537
19.94,-12.75649
19.96,-12.7776
19.98,-12.79871
20,-12.81982
20.02,-12.84093
20.04,-12.86204
20.06,-12.88315
20.08,-12.90427
20.1,-12.92538
20.12,-12.94649
20.14,-12.9676
20.16,-12.98871
20.18,-13.00982
20.2,-13.03094
20.22,-13.05205
20.24,-13.07316
20.26,-13.09427
20.28,-13.11538
20.3,-13.13649
20.32,-13.1576
20.34,-13.17872
20.36,-13.19983
20.38,-13.22094
20.4,-13.24205
20.42,-13.26316
20.44,-13.28427
20.46,-13.30538
20.48,-13.3265
20.5,-13.34761
20.52,-13.36872
20.54,-13.38983
20.56,-13.41094
20.58,-13.43205
20.6,-13.45317
20.62,-13.47428
20.64,-13.49539
20.66,-13.5165
20.68,-13.53761
20.7,-13.55872
20.72,-13.57983
20.74,-13.60095
20.76,-13.62206
20.78,-13.64317
20.8,-13.66428
20.82,-13.68539
20.84,-13.7065
20.86,-13.72761
20.88,-13.74873
20.9,-13.76984
20.92,-13.79095
20.94,-13.81206
20.96,-13.83317
20.98,-13.85428
21,-13.87539
21.02,-13.89651
21.04,-13.91762
21.06,-13.93873
21.08,-13.95984
21.1,-13.98095
21.12,-14.00206
21.14,-14.02318
21.16,-14.04429
21.18,-14.0654
21.2,-14.08651
21.22,-14.10762
21.24,-14.12873
21.26,-14.14984
21.28,-14.17096
21.3,-14.19207
21.32,-14.21318
21.34,-14.23429
21.36,-14.2554
21.38,-14.27651
21.4,-14.29762
21.42,-14.31874
21.44,-14.33985
21.46,-14.36096
21.48,-14.38207
21.5,-14.40318
21.52,-14.42429
21.54,-14.44541
21.56,-14.46652
21.58,-14.48763
21.6,-14.50874
21.62,-14.52985
21.64,-14.55096
21.66,-14.57207
21.68,-14.59319
21.7,-14.6143
21.72,-14.63541
21.74,-14.65652
21.76,-14.67763
21.78,-14.69875
21.8,-14.71986
21.82,-14.74097
21.84,-14.76208
21.86,-14.78319
21.88,-14.80431
21.9,-14.82542
21.92,-14.84653
21.94,-14.86764
21.96,-14.88875
21.98,-14.90986
22,-14.93098
22.02,-14.95209
22.04,-14.9732
22.06,-14.99431
22.08,-15.01542
22.1,-15.03653
22.12,-15.05765
22.14,-15.07876
22.16,-15.09987
22.18,-15.12098
22.2,-15.14209
22.22,-15.16321
22.24,-15.18432
22.26,-15.20543
22.28,-15.22654
22.3,-15.24765
22.32,-15.26876
22.34,-15.28988
22.36,-15.31099
22.38,-15.3321
22.4,-15.35321
22.42,-15.37432
22.44,-15.39544
22.46,-15.41655
22.48,-15.43766
22.5,-15.45877
22.52,-15.47988
22.54,-15.50099
22.56,-15.52211
22.58,-15.54322
22.6,-15.56433
22.62,-15.58544
22.64,-15.60655
22.66,-15.62767
22.68,-15.64878
22.7,-15.66989
22.72,-15.691
22.74,-15.71211
22.76,-15.73322
22.78,-15.75434
22.8,-15.77545
22.82,-15.79656
22.84,-15.81767
22.86,-15.83878
22.88,-15.85989
22.9,-15.88101
22.92,-15.90212
22.94,-15.92323
22.96,-15.94434
22.98,-15.96545
23,-15.98657
23.02,-16.00768
23.04,-16.02879
23.06,-16.0499
23.08,-16.07101
23.1,-16.09213
23.12,-16.11324
23.14,-16.13435
23.16,-16.15546
23.18,-16.17658
23.2,-16.19769
23.22,-16.2188
23.24,-16.23991
23.26,-16.26103
23.28,-16.28214
23.3,-16.30325
23.32,-16.32436
23.34,-16.34548
23.36,-16.36659
23.38,-16.3877
23.4,-16.40881
23.42,-16.42993
23.44,-16.45104
23.46,-16.47215
23.48,-16.49326
23.5,-16.51438
23.52,-16.53549
23.54,-16.5566
23.56,-16.57771
23.58,-16.59883
23.6,-16.61994
23.62,-16.64105
23.64,-16.66216
23.66,-16.68328
23.68,-16.70439
23.7,-16.7255
23.72,-16.74661
23.74,-16.76772
23.76,-16.78884
